ENA.genome.ID_scholz;Genomes.list;Genome.ID;Genome.Name;NCBI.Taxon.ID;Genome.Status;Strain;Host.Name;R_Phenotype;Phenotype;Completion.Date;BioProject.Accession;BioSample.Accession;Assembly.Accession;GenBank.Accessions;Sequencing.Centers;Contigs;Genome.Length;GC.Content;PATRIC.CDS;Comments;Additional.Metadata;Coarse.Consistency;Fine.Consistency;Genome.Quality.Flags;Genome.Quality;Date.Inserted;Date.Modified;Host.species_scholz;Common.name_scholz;Supergroup_scholz
GCA_902638825;GCA_902638825.1_WOLB0269_genomic;244204,254;uncultured Wolbachia sp. strain WOLB0269;244204;WGS;WOLB0269;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139916;GCA_902638825.1;CACQAW010000001,CACQAW010000002,CACQAW010000003,CACQAW010000004,CACQAW010000005,CACQAW010000006,CACQAW010000007;Centre for Integrative Biology (CIBIO), University of Trento;116;1188977;35,22709;1285;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:45:28.002Z;2020-01-01T06:45:28.002Z;Drosophila melanogaster;Fruit fly;A
GCA_902638835;GCA_902638835.1_WOLB0165_genomic;244204,257;uncultured Wolbachia sp. strain WOLB0165;244204;WGS;WOLB0165;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139812;GCA_902638835.1;CACQAY010000001,CACQAY010000002,CACQAY010000003,CACQAY010000004,CACQAY010000005,CACQAY010000006,CACQAY010000007;Centre for Integrative Biology (CIBIO), University of Trento;114;1185470;35,21017;1282;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T06:45:30.966Z;2020-01-01T06:45:30.966Z;Drosophila melanogaster;Fruit fly;A
GCA_902638845;GCA_902638845.1_WOLB0273_genomic;244204,251;uncultured Wolbachia sp. strain WOLB0273;244204;WGS;WOLB0273;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139921;GCA_902638845.1;CACQBE010000001,CACQBE010000002,CACQBE010000003,CACQBE010000004,CACQBE010000005,CACQBE010000006,CACQBE010000007;Centre for Integrative Biology (CIBIO), University of Trento;118;1192999;35,1437;1289;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,8;98,8;;Good;2020-01-01T06:45:28.502Z;2020-01-01T06:45:28.502Z;Drosophila melanogaster;Fruit fly;A
GCA_902638855;GCA_902638855.1_WOLB0282_genomic;244204,25;uncultured Wolbachia sp. strain WOLB0282;244204;WGS;WOLB0282;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139930;GCA_902638855.1;CACQAZ010000001,CACQAZ010000002,CACQAZ010000003,CACQAZ010000004,CACQAZ010000005,CACQAZ010000006,CACQAZ010000007;Centre for Integrative Biology (CIBIO), University of Trento;114;1188110;35,19952;1284;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T06:45:27.521Z;2020-01-01T06:45:27.521Z;Drosophila melanogaster;Fruit fly;A
GCA_902638865;GCA_902638865.1_WOLB0278_genomic;244204,252;uncultured Wolbachia sp. strain WOLB0278;244204;WGS;WOLB0278;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139926;GCA_902638865.1;CACQBA010000001,CACQBA010000002,CACQBA010000003,CACQBA010000004,CACQBA010000005,CACQBA010000006,CACQBA010000007;Centre for Integrative Biology (CIBIO), University of Trento;128;1188363;35,212475;1288;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,8;98,7;;Good;2020-01-01T06:45:29.994Z;2020-01-01T06:45:29.994Z;Drosophila melanogaster;Fruit fly;A
GCA_902638875;GCA_902638875.1_WOLB0275_genomic;244204,259;uncultured Wolbachia sp. strain WOLB0275;244204;WGS;WOLB0275;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139923;GCA_902638875.1;CACQBJ010000001,CACQBJ010000002,CACQBJ010000003,CACQBJ010000004,CACQBJ010000005,CACQBJ010000006,CACQBJ010000007;Centre for Integrative Biology (CIBIO), University of Trento;118;1192412;35,19941;1294;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T06:49:25.653Z;2020-01-01T06:49:25.653Z;Drosophila melanogaster;Fruit fly;A
GCA_902638885;GCA_902638885.1_WOLB0276_genomic;244204,26;uncultured Wolbachia sp. strain WOLB0276;244204;WGS;WOLB0276;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139924;GCA_902638885.1;CACQBI010000001,CACQBI010000002,CACQBI010000003,CACQBI010000004,CACQBI010000005,CACQBI010000006,CACQBI010000007;Centre for Integrative Biology (CIBIO), University of Trento;117;1190087;35,17247;1287;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T06:45:37.506Z;2020-01-01T06:45:37.506Z;Drosophila melanogaster;Fruit fly;A
GCA_902638895;GCA_902638895.1_WOLB0277_genomic;244204,265;uncultured Wolbachia sp. strain WOLB0277;244204;WGS;WOLB0277;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139925;GCA_902638895.1;CACQBC010000001,CACQBC010000002,CACQBC010000003,CACQBC010000004,CACQBC010000005,CACQBC010000006,CACQBC010000007;Centre for Integrative Biology (CIBIO), University of Trento;117;1196121;35,16509;1304;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T06:49:26.139Z;2020-01-01T06:49:26.139Z;Drosophila melanogaster;Fruit fly;A
GCA_902638905;GCA_902638905.1_WOLB0279_genomic;244204,264;uncultured Wolbachia sp. strain WOLB0279;244204;WGS;WOLB0279;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139927;GCA_902638905.1;CACQBG010000001,CACQBG010000002,CACQBG010000003,CACQBG010000004,CACQBG010000005,CACQBG010000006,CACQBG010000007;Centre for Integrative Biology (CIBIO), University of Trento;116;1189278;35,208168;1294;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:49:47.580Z;2020-01-01T06:49:47.580Z;Drosophila melanogaster;Fruit fly;A
GCA_902638915;GCA_902638915.1_WOLB0280_genomic;244204,269;uncultured Wolbachia sp. strain WOLB0280;244204;WGS;WOLB0280;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139928;GCA_902638915.1;CACQBH010000001,CACQBH010000002,CACQBH010000003,CACQBH010000004,CACQBH010000005,CACQBH010000006,CACQBH010000007;Centre for Integrative Biology (CIBIO), University of Trento;119;1206471;35,203663;1310;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:45:34.071Z;2020-01-01T06:45:34.071Z;Drosophila melanogaster;Fruit fly;A
GCA_902638925;GCA_902638925.1_WOLB0281_genomic;244204,266;uncultured Wolbachia sp. strain WOLB0281;244204;WGS;WOLB0281;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139929;GCA_902638925.1;CACQBF010000001,CACQBF010000002,CACQBF010000003,CACQBF010000004,CACQBF010000005,CACQBF010000006,CACQBF010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1189311;35,194664;1287;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:45:34.551Z;2020-01-01T06:45:34.551Z;Drosophila melanogaster;Fruit fly;A
GCA_902638935;GCA_902638935.1_WOLB0283_genomic;244204,268;uncultured Wolbachia sp. strain WOLB0283;244204;WGS;WOLB0283;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139931;GCA_902638935.1;CACQBK010000001,CACQBK010000002,CACQBK010000003,CACQBK010000004,CACQBK010000005,CACQBK010000006,CACQBK010000007;Centre for Integrative Biology (CIBIO), University of Trento;117;1195675;35,165993;1300;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T06:45:35.057Z;2020-01-01T06:45:35.057Z;Drosophila melanogaster;Fruit fly;A
GCA_902638945;GCA_902638945.1_WOLB0274_genomic;244204,267;uncultured Wolbachia sp. strain WOLB0274;244204;WGS;WOLB0274;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139922;GCA_902638945.1;CACQBB010000001,CACQBB010000002,CACQBB010000003,CACQBB010000004,CACQBB010000005,CACQBB010000006,CACQBB010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1194891;35,17183;1299;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T06:45:33.245Z;2020-01-01T06:45:33.245Z;Drosophila melanogaster;Fruit fly;A
GCA_902638955;GCA_902638955.1_WOLB0272_genomic;244204,262;uncultured Wolbachia sp. strain WOLB0272;244204;WGS;WOLB0272;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139920;GCA_902638955.1;CACQBD010000001,CACQBD010000002,CACQBD010000003,CACQBD010000004,CACQBD010000005,CACQBD010000006,CACQBD010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1189568;35,181595;1292;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T06:45:35.539Z;2020-01-01T06:45:35.539Z;Drosophila melanogaster;Fruit fly;A
GCA_902638965;GCA_902638965.1_WOLB0285_genomic;244204,261;uncultured Wolbachia sp. strain WOLB0285;244204;WGS;WOLB0285;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139933;GCA_902638965.1;CACQBM010000001,CACQBM010000002,CACQBM010000003,CACQBM010000004,CACQBM010000005,CACQBM010000006,CACQBM010000007;Centre for Integrative Biology (CIBIO), University of Trento;114;1187848;35,199116;1287;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:45:33.651Z;2020-01-01T06:45:33.651Z;Drosophila melanogaster;Fruit fly;A
GCA_902638975;GCA_902638975.1_WOLB0284_genomic;244204,263;uncultured Wolbachia sp. strain WOLB0284;244204;WGS;WOLB0284;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139932;GCA_902638975.1;CACQBL010000001,CACQBL010000002,CACQBL010000003,CACQBL010000004,CACQBL010000005,CACQBL010000006,CACQBL010000007;Centre for Integrative Biology (CIBIO), University of Trento;117;1201955;35,165627;1288;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:45:36.029Z;2020-01-01T06:45:36.029Z;Drosophila melanogaster;Fruit fly;A
GCA_902638985;GCA_902638985.1_WOLB0289_genomic;244204,27;uncultured Wolbachia sp. strain WOLB0289;244204;WGS;WOLB0289;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139937;GCA_902638985.1;CACQBO010000001,CACQBO010000002,CACQBO010000003,CACQBO010000004,CACQBO010000005,CACQBO010000006,CACQBO010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1193559;35,171616;1301;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:52:45.846Z;2020-01-01T06:52:45.846Z;Drosophila melanogaster;Fruit fly;A
GCA_902638995;GCA_902638995.1_WOLB0286_genomic;244204,271;uncultured Wolbachia sp. strain WOLB0286;244204;WGS;WOLB0286;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139934;GCA_902638995.1;CACQBN010000001,CACQBN010000002,CACQBN010000003,CACQBN010000004,CACQBN010000005,CACQBN010000006,CACQBN010000007;Centre for Integrative Biology (CIBIO), University of Trento;116;1189485;35,2239;1280;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:52:51.296Z;2020-01-01T06:52:51.296Z;Drosophila melanogaster;Fruit fly;A
GCA_902639005;GCA_902639005.1_WOLB0290_genomic;244204,275;uncultured Wolbachia sp. strain WOLB0290;244204;WGS;WOLB0290;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139938;GCA_902639005.1;CACQBR010000001,CACQBR010000002,CACQBR010000003,CACQBR010000004,CACQBR010000005,CACQBR010000006,CACQBR010000007;Centre for Integrative Biology (CIBIO), University of Trento;116;1195203;35,177204;1302;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T06:53:12.173Z;2020-01-01T06:53:12.173Z;Drosophila melanogaster;Fruit fly;A
GCA_902639015;GCA_902639015.1_WOLB0288_genomic;244204,274;uncultured Wolbachia sp. strain WOLB0288;244204;WGS;WOLB0288;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139936;GCA_902639015.1;CACQBP010000001,CACQBP010000002,CACQBP010000003,CACQBP010000004,CACQBP010000005,CACQBP010000006,CACQBP010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1194477;35,310013;1282;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:53:47.694Z;2020-01-01T06:53:47.694Z;Drosophila melanogaster;Fruit fly;A
GCA_902639025;GCA_902639025.1_WOLB0287_genomic;244204,279;uncultured Wolbachia sp. strain WOLB0287;244204;WGS;WOLB0287;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139935;GCA_902639025.1;CACQBS010000001,CACQBS010000002,CACQBS010000003,CACQBS010000004,CACQBS010000005,CACQBS010000006,CACQBS010000007;Centre for Integrative Biology (CIBIO), University of Trento;117;1191174;35,189735;1300;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:47:29.689Z;2020-01-01T06:47:29.689Z;Drosophila melanogaster;Fruit fly;A
GCA_902639035;GCA_902639035.1_WOLB0291_genomic;244204,278;uncultured Wolbachia sp. strain WOLB0291;244204;WGS;WOLB0291;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139939;GCA_902639035.1;CACQBQ010000001,CACQBQ010000002,CACQBQ010000003,CACQBQ010000004,CACQBQ010000005,CACQBQ010000006,CACQBQ010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1189821;35,188656;1282;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T06:47:29.325Z;2020-01-01T06:47:29.325Z;Drosophila melanogaster;Fruit fly;A
